"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0055057","GO:0055057","neuroblast division","9/3020","15/18866",0.00013539084162522,0.00414152081725069,0.0034802985223264,"SOX5/FGFR2/FGFR1/FGF13/DOCK7/DCT/LEF1/TEAD3/NUMB",9
"GO:0048557","GO:0048557","embryonic digestive tract morphogenesis","10/3020","18/18866",0.00013711734752718,0.0041741684833755,0.00350773376391647,"IHH/FGFR2/OVOL2/GLI3/SOX11/HLX/ID2/TCF21/NIPBL/PDGFRA",10
"GO:0090630","GO:0090630","activation of GTPase activity","33/3020","109/18866",0.000138768846429365,0.00420185792646025,0.00353100239689074,"ARHGAP22/TIAM2/NTRK3/ARHGAP24/ARHGAP42/TBC1D3H/BCAS3/TBC1D2/RALGAPA1/DOCK7/ARHGEF16/TBC1D1/ARHGAP29/CCR7/TBC1D8/CXCL13/ECT2/TBC1D16/ABR/TBC1D14/PIP5K1A/RALGAPA2/CORO1C/SIPA1L1/RHOG/RCC2/ARHGAP25/NTF3/TBC1D21/USP6NL/RABGAP1L/TIAM1/NDEL1",33
"GO:0050922","GO:0050922","negative regulation of chemotaxis","23/3020","66/18866",0.000140017691485015,0.00420185792646025,0.00353100239689074,"SEMA3A/PADI2/SLIT2/SEMA3E/THBS1/STAP1/ROBO1/SEMA3C/ROBO2/RYK/MIR34A/SEMA6D/DPP4/NRP1/SEMA3D/GREM1/CXCL13/WNT3/SEMA5A/SEMA5B/GPR18/SEMA3G/SEMA6A",23
"GO:0150116","GO:0150116","regulation of cell-substrate junction organization","23/3020","66/18866",0.000140017691485015,0.00420185792646025,0.00353100239689074,"THBS1/EPHA3/PEAK1/MACF1/EPB41L5/CLASP2/LIMCH1/BCAS3/ITGB1BP1/NRP1/WDPCP/PTK2/SFRP1/GREM1/IQSEC1/PTPRJ/WNT4/MAPRE2/SLC9A1/CORO1C/EFNA5/IQGAP1/RCC2",23
"GO:0021885","GO:0021885","forebrain cell migration","21/3020","58/18866",0.000145334252276283,0.0043408324783652,0.00364778870534563,"SLIT2/ROBO1/NRG1/NRG3/FGF13/TNR/FOXB1/GLI3/DAB1/ZMIZ1/SYNE2/LRRK2/SUN2/DAB2IP/EFHC1/CXCL12/DRD1/CDK5R1/RTN4/DISC1/NDEL1",21
"GO:0018108","GO:0018108","peptidyl-tyrosine phosphorylation","87/3020","374/18866",0.000146753381667493,0.00434268048541272,0.00364934166535248,"EPHA7/EPHA4/ABI2/ERRFI1/EPHA3/ADRA1A/STAP1/PEAK1/FGFR2/YES1/FGFR1/RYK/NTRK3/NRG1/ADRA2A/HTR2A/MAP2K6/ADNP/CAV1/NTRK2/ROR2/FYN/GRM5/IL21/PPP2R1A/NRP1/BANK1/EPHB1/LACRT/FBXW7/HGF/DVL2/LCK/TTN/FER/GPRC5B/SFRP2/BDNF/ZAP70/PTPN11/IL2/PTK2/AFAP1L2/SYK/BTC/ALKAL2/SFRP1/OSM/DOK7/BMP6/CD44/GREM1/EPHB2/FLT4/PTPRC/GATA1/IL7/ALK/PTPRJ/PDGFA/CD300A/CLK2/TNF/APP/IL15/TGFA/TESK1/IL4/TIE1/TXK/IL6/PRKCE/EFNA5/IQGAP1/EFNA1/PDCL3/PRLR/SH2B3/IL12A/IL20/KIT/RIPK2/DYRK1A/NTF3/PDGFRA/PRNP/FGFR4",87
"GO:0048041","GO:0048041","focal adhesion assembly","27/3020","83/18866",0.000146767786462148,0.00434268048541272,0.00364934166535248,"THBS1/EPHA3/BCL2/PEAK1/MACF1/PTPRK/EPB41L5/CLASP2/LIMCH1/BCAS3/ITGB1BP1/NRP1/FERMT2/WDPCP/PTK2/CORO2B/SORBS1/SFRP1/GREM1/PTPRJ/WNT4/PIP5K1A/SLC9A1/CORO1C/EFNA5/IQGAP1/RCC2",27
"GO:0044344","GO:0044344","cellular response to fibroblast growth factor stimulus","41/3020","146/18866",0.000150769596950322,0.00441978281430295,0.00371413407691947,"THBS1/SPRY4/FGFR2/SPRY2/FGF20/FGFR1/LRIT3/FGF3/POSTN/FGF12/ITGB1BP1/NCBP2/SULF2/SETX/KL/SPRED2/ANOS1/PTPN11/TRIM71/FRS2/SFRP1/FAM20C/PRKD2/CD44/FGF19/ZFP36L1/CPS1/RBFOX2/CXCL13/FAT4/SMOC2/FGF2/SHISA2/GCLC/FGFBP3/WNT4/IQGAP1/GATA3/CREB3L1/FGF1/FGFR4",41
"GO:0046631","GO:0046631","alpha-beta T cell activation","41/3020","146/18866",0.000150769596950322,0.00441978281430295,0.00371413407691947,"CD83/BCL11B/IHH/BCL2/EOMES/TGFBR2/TOX/PRDM1/MIR21/IL21/GLI3/FOXP1/BCL6/HSPH1/RC3H2/IL18R1/ZAP70/IL2/HLX/SYK/RORA/NFKBIZ/PTGER4/SPN/PTPRC/CD300A/LEF1/ANXA1/IL15/RUNX3/IL4/DOCK2/TNFSF4/IL6/IL4R/RUNX1/GPR183/IL12A/GATA3/RIPK2/GPR18",41
"GO:0051056","GO:0051056","regulation of small GTPase mediated signal transduction","77/3020","323/18866",0.000152461124325203,0.00442989585320464,0.003722632499576,"DENND1A/ARHGAP11A/AUTS2/KANK1/ARHGAP22/SLIT2/RASGRF2/ADRA1A/SPRY4/ROBO1/ARHGEF3/SPRY2/TIAM2/RHOU/NRG1/ARHGAP28/ARHGAP15/ARHGAP24/MAPKAP1/PREX1/ARHGEF28/GPR174/SYNPO2L/ARHGAP42/AKAP13/SRGAP1/KRAS/NRP1/ARHGAP10/BCL6/MYO9A/P2RY8/CHN2/RALGAPA1/CUL3/AMOT/ARHGEF16/FBXO8/IRS2/ARHGAP29/ARAP2/ARHGAP18/ARHGAP40/EPHB2/RIPOR2/ECT2/IQSEC1/PRAG1/DAB2IP/RASGEF1A/ABR/ARHGAP35/ARHGAP20/TRIO/CHN1/MAPRE2/SSX2IP/RHOBTB2/EPS8/ARAP1/RALGAPA2/VAV3/KIF14/DENND4C/SIPA1L1/EPS8L3/ARHGEF18/RHOG/ARHGAP25/PLEKHG5/RAP1GAP/GPR18/ARHGAP9/SIPA1L3/ARAP3/TIAM1/RALGPS1",77
"GO:1902668","GO:1902668","negative regulation of axon guidance","13/3020","28/18866",0.000152513786481145,0.00442989585320464,0.003722632499576,"SEMA3A/SLIT2/SEMA3E/SEMA3C/RYK/SEMA6D/NRP1/SEMA3D/WNT3/SEMA5A/SEMA5B/SEMA3G/SEMA6A",13
"GO:0021675","GO:0021675","nerve development","26/3020","79/18866",0.000156130995045027,0.00451425324486351,0.00379352165322091,"SEMA3A/TFAP2A/NRP2/SLITRK6/PAX2/MAFB/LRIG1/SALL1/SIX1/GLI3/NRP1/SULF2/EPHB1/NAV2/BDNF/PHOX2B/ATP8B1/EPHB2/PLXNA4/DICER1/HOXA1/SERPINE2/UNC13A/CHD7/NTF3/GABRB3",26
"GO:0061041","GO:0061041","regulation of wound healing","42/3020","151/18866",0.000158959785589879,0.00457515164706871,0.00384469720649205,"KANK1/CLDN1/THBS1/ADTRP/FOXA2/PRKG1/ADRA2A/MIR34A/CLASP2/CAV1/ANO6/PLPP3/REG3G/PLA2G4A/PTK2/SYK/F12/MYH9/PLAT/AJAP1/F11/TNFAIP3/EPHB2/GJA1/TFPI/SMOC2/FGF2/PDGFA/TNF/ANXA1/WNT4/SERPINE2/TXK/PRKCA/PRKCE/RREB1/ADAMTS18/TLR4/SH2B3/PDGFRA/MIR1298/HMGCR",42
"GO:0003007","GO:0003007","heart morphogenesis","64/3020","258/18866",0.000163747094254248,0.00469161357836153,0.00394256518911752,"PIM1/JAG1/TBX3/MEF2C/SLIT2/IHH/NRP2/ROBO1/RARB/EOMES/FGFR2/SEMA3C/OVOL2/ROBO2/TGFBR2/NRG1/SOX17/MIR21/SIX1/SYNPO2L/TBX5/MSX2/SMAD6/NRP1/ZMIZ1/FZD1/DVL2/BBS7/TTN/SOX11/HAND2/SFRP2/MDM4/GRHL2/PTK2/BMP4/HAS2/PLXND1/RYR2/FOXC1/MKKS/TBXT/ID2/AXIN2/FAT4/TBX22/LRP2/TMEM100/TWIST1/WNT2/SOX9/PROX1/XIRP2/NIPBL/NPY2R/TBR1/EFNA1/TGFBR1/RTN4/CHD7/GATA3/BMP2/ALDH1A2/VANGL2",64
"GO:0086001","GO:0086001","cardiac muscle cell action potential","25/3020","75/18866",0.000165189299721649,0.0046965691846818,0.00394672959879085,"KCNE4/KCNJ5/CAMK2D/KCNA5/FGF13/FGF12/CAV1/HCN4/CACNA1D/CACNA2D1/SCN5A/DMD/NOS1AP/RYR2/BIN1/SNTA1/GJA1/CTNNA3/CACNA1C/ANK3/JUP/MIR133A2/KCNE3/TRPM4/SCN3B",25
"GO:0001708","GO:0001708","cell fate specification","31/3020","101/18866",0.000165519886509727,0.0046965691846818,0.00394672959879085,"TBX3/IHH/GLI2/PAX2/EOMES/FOXA2/FGFR1/NTRK3/TENM4/MYT1L/SOX17/SIX1/TBX5/GLI3/NRP1/SOX2/TBX18/SFRP2/GSC/SOX6/TBXT/TBX22/SOX1/FGF2/LMO4/SOX9/MIAT/DMRT3/DMRTA2/TBX15/TBR1",31
"GO:0086091","GO:0086091","regulation of heart rate by cardiac conduction","16/3020","39/18866",0.000166145214366507,0.0046965691846818,0.00394672959879085,"KCNE4/KCNJ5/CAMK2D/KCNA5/CAV1/HCN4/CACNA1D/CACNA2D1/SCN5A/BIN1/CTNNA3/CACNA1C/JUP/KCNE3/TRPM4/SCN3B",16
"GO:0055123","GO:0055123","digestive system development","41/3020","147/18866",0.000177211347118921,0.00498712111092004,0.00419089291081238,"NPY/COBL/IHH/BCL2/GLI2/RARB/FGFR2/OVOL2/TGFBR2/SOX17/FOXL1/EPB41L5/SALL1/PRDM1/GLI3/DAB1/BBS7/SOX11/SFRP2/WDPCP/BMP4/HLX/CCKBR/SFRP1/CPS1/DACT1/ID2/KLF5/C1GALT1/FAT4/TNF/ALX4/GLI1/TCF21/NIPBL/CBFA2T2/LGR4/KIT/ALDH1A2/PDGFRA/VANGL2",41
"GO:0030517","GO:0030517","negative regulation of axon extension","17/3020","43/18866",0.000179797651809753,0.00502288065188718,0.00422094319501441,"SEMA3A/NTN1/SEMA3E/SEMA3C/MAP2/RYK/SEMA6D/TNR/NRP1/SEMA3D/WNT3/SEMA5A/SEMA5B/CDK5R1/RTN4/SEMA3G/SEMA6A",17
"GO:0050920","GO:0050920","regulation of chemotaxis","58/3020","229/18866",0.000180068526212633,0.00502288065188718,0.00422094319501441,"SEMA3A/PADI2/SLIT2/SEMA3E/THBS1/STAP1/ROBO1/MYCBP2/SEMA3C/FGFR1/ROBO2/RYK/NTRK3/MIR34A/CDH13/SEMA6D/DPP4/ANO6/NRP1/SEMA3D/CCR6/SCG2/CCR4/PTK2/CMKLR1/PRKD2/CCR7/GREM1/PLXNA4/CXCL13/RIPOR2/CCR1/SWAP70/SMOC2/WNT3/FGF2/KARS1/EDN3/SEMA5A/SEMA5B/MSTN/IL4/CAMK1D/CXCL12/IL6/CXCL14/TBR1/GPR183/IL12A/PTN/ARTN/GPR18/SEMA3G/NTF3/PDGFRA/FGF1/TIAM1/SEMA6A",58
"GO:0045926","GO:0045926","negative regulation of growth","63/3020","254/18866",0.000184013158483206,0.00511035004264935,0.00429444749569313,"RAI1/SEMA3A/WWC2/ESR2/FRZB/EPHA7/SLIT2/NTN1/SEMA3E/BCL2/BCL11A/SEMA3C/MAP2/RYK/TGFBR2/SOX17/SEMA6D/PPP1R9B/FGF13/TNR/JARID2/TBX5/SMARCA2/PPP2R1A/NRP1/SEMA3D/BCL6/SERTAD2/OSGIN2/SFRP2/NKD1/SH3BP4/APBB2/PTK2/BMP4/SFRP1/DCC/GREM1/WWC1/PPARD/GJA1/PRDM11/PTPRJ/INHBA/WNT3/SEMA5A/SEMA5B/MSTN/SERPINE2/FXN/MEIS1/STK3/CDK5R1/DCBLD2/PLAC8/RTN4/OSTN/WWC3/SEMA3G/PML/IGFBP5/SEMA6A/STC2",63
"GO:0046639","GO:0046639","negative regulation of alpha-beta T cell differentiation","12/3020","25/18866",0.000184818408049069,0.00511035004264935,0.00429444749569313,"IHH/GLI3/BCL6/RC3H2/IL2/HLX/ANXA1/RUNX3/IL4/TNFSF4/IL4R/RUNX1",12
"GO:0048841","GO:0048841","regulation of axon extension involved in axon guidance","14/3020","32/18866",0.000187438492923911,0.0051171016459976,0.00430012115911126,"SEMA3A/SEMA3E/SEMA3C/RYK/SEMA6D/NRP1/SEMA3D/PLXNA4/WNT3/SEMA5A/SEMA5B/CXCL12/SEMA3G/SEMA6A",14
"GO:0002287","GO:0002287","alpha-beta T cell activation involved in immune response","22/3020","63/18866",0.000187486983871043,0.0051171016459976,0.00430012115911126,"EOMES/MIR21/IL21/FOXP1/BCL6/RC3H2/IL18R1/IL2/HLX/RORA/NFKBIZ/PTGER4/SPN/LEF1/ANXA1/IL4/TNFSF4/IL6/IL4R/GPR183/GATA3/RIPK2",22
"GO:0002293","GO:0002293","alpha-beta T cell differentiation involved in immune response","22/3020","63/18866",0.000187486983871043,0.0051171016459976,0.00430012115911126,"EOMES/MIR21/IL21/FOXP1/BCL6/RC3H2/IL18R1/IL2/HLX/RORA/NFKBIZ/PTGER4/SPN/LEF1/ANXA1/IL4/TNFSF4/IL6/IL4R/GPR183/GATA3/RIPK2",22
"GO:0021879","GO:0021879","forebrain neuron differentiation","19/3020","51/18866",0.000193136852062095,0.00524868046033126,0.00441069251038576,"SEMA3A/DCLK2/SLIT2/BCL11B/NRP2/ROBO1/FGFR2/ROBO2/SALL1/NRP1/SATB2/ZMIZ1/RAPGEF2/INHBA/SOX1/GBX2/PROX1/TBR1/DISC1",19
"GO:0018212","GO:0018212","peptidyl-tyrosine modification","87/3020","377/18866",0.000195513661111985,0.00529056624855166,0.00444589094431436,"EPHA7/EPHA4/ABI2/ERRFI1/EPHA3/ADRA1A/STAP1/PEAK1/FGFR2/YES1/FGFR1/RYK/NTRK3/NRG1/ADRA2A/HTR2A/MAP2K6/ADNP/CAV1/NTRK2/ROR2/FYN/GRM5/IL21/PPP2R1A/NRP1/BANK1/EPHB1/LACRT/FBXW7/HGF/DVL2/LCK/TTN/FER/GPRC5B/SFRP2/BDNF/ZAP70/PTPN11/IL2/PTK2/AFAP1L2/SYK/BTC/ALKAL2/SFRP1/OSM/DOK7/BMP6/CD44/GREM1/EPHB2/FLT4/PTPRC/GATA1/IL7/ALK/PTPRJ/PDGFA/CD300A/CLK2/TNF/APP/IL15/TGFA/TESK1/IL4/TIE1/TXK/IL6/PRKCE/EFNA5/IQGAP1/EFNA1/PDCL3/PRLR/SH2B3/IL12A/IL20/KIT/RIPK2/DYRK1A/NTF3/PDGFRA/PRNP/FGFR4",87
"GO:0031098","GO:0031098","stress-activated protein kinase signaling cascade","72/3020","300/18866",0.000197816341510401,0.0053300981891228,0.00447911133856697,"MAP3K7/MAPK10/SEMA3A/MECOM/EPHA4/MAP3K5/BTRC/MDFIC/FZD8/GRIK2/SASH1/ULK4/MAP3K8/MID1/ROR2/TRIB1/ARL6IP5/EPHB1/PHLPP1/RNF13/TNFRSF19/HGF/DVL2/HAND2/MTURN/SFRP2/UBE2N/MARVELD3/UNC5CL/SYK/TRAF3/SFRP1/FGF19/CCR7/PTGER4/MYC/KLHDC10/ZFP36L1/DACT1/TNIK/SH2D3C/FLT4/CUL1/MAP3K21/MAGI3/DAB2IP/KLHL31/TNF/RELL1/KARS1/APP/IKBKB/DVL3/GADD45B/PJA2/NCOR1/STK3/KAT7/NFKB1/TLR4/BMP2/RIPK2/TPD52L1/SIRPA/VANGL2/HACD3/PAK6/PRKN/TIAM1/INAVA/DNAJA1/HMGCR",72
"GO:0007160","GO:0007160","cell-matrix adhesion","58/3020","230/18866",0.000203846966383535,0.0054693177590701,0.00459610354624786,"JAG1/COL13A1/SEMA3E/THBS1/EPHA3/BCL2/PEAK1/MACF1/ITGA1/PTPRK/VWA2/STRC/CDH13/EPB41L5/CLASP2/RIN2/POSTN/LIMCH1/ITGA11/BCAS3/SGCE/ITGB1BP1/NRP1/EPDR1/BCL6/MKLN1/FERMT2/WDPCP/PTK2/CORO2B/SORBS1/SFRP1/ITGAV/CD44/CCR7/EDA/AJAP1/GREM1/PTPRJ/WNT4/PIP5K1A/CDK6/TNN/ANGPTL3/SLC9A1/ACER2/ITGA6/CORO1C/PPFIA2/EFNA5/PARVG/JUP/IQGAP1/PLEKHA2/DISC1/RCC2/UTRN/TIAM1",58
"GO:0001952","GO:0001952","regulation of cell-matrix adhesion","36/3020","125/18866",0.00021580530379757,0.0057415091749841,0.00482483772975108,"JAG1/SEMA3E/THBS1/EPHA3/BCL2/PEAK1/MACF1/CDH13/EPB41L5/CLASP2/RIN2/POSTN/LIMCH1/BCAS3/ITGB1BP1/NRP1/BCL6/WDPCP/PTK2/SFRP1/CCR7/AJAP1/GREM1/PTPRJ/WNT4/CDK6/SLC9A1/ACER2/CORO1C/EFNA5/JUP/IQGAP1/PLEKHA2/DISC1/RCC2/UTRN",36
"GO:0048593","GO:0048593","camera-type eye morphogenesis","36/3020","125/18866",0.00021580530379757,0.0057415091749841,0.00482483772975108,"JAG1/KDM2B/ABI2/TFAP2A/IHH/RORB/PTPRM/PAX2/TENM3/ARID1A/PROM1/NTRK2/ATP8A2/VSX1/FAT1/SDK1/BCAR3/TSPAN12/GLI3/EPHB1/SOX11/BMP4/FRS2/EPHB2/TWIST1/WNT2/SOX1/HCN1/MEGF11/SOX9/ALDH1A3/PROX1/ZHX2/MEIS1/SIX3/PTN",36
"GO:0050679","GO:0050679","positive regulation of epithelial cell proliferation","54/3020","211/18866",0.000222866292558359,0.00588042315672127,0.00494157313848224,"CLDN1/IHH/CFLAR/NRP2/LAMC1/PAX2/FGFR2/STXBP4/FGFR1/CDH13/MIR21/AGTR1/CYP7B1/NRP1/LACRT/REG3G/MIRLET7B/SCG2/SOX11/SCN5A/BMP4/ZNF703/HAS2/SFRP1/STOX1/BMP6/PRKD2/MYC/TNFAIP3/FLT4/TWIST1/WNT2/FGF2/SOX9/PROX1/SEMA5A/TGFA/WDR48/CXCL12/SP1/CDH3/PRKCA/RREB1/PDCL3/RPTOR/TGFBR1/RTN4/TLR4/PTN/TCF7L2/BMP2/FGF1/ARG1/MIR135B",54
"GO:0090132","GO:0090132","epithelium migration","85/3020","368/18866",0.000222884010993858,0.00588042315672127,0.00494157313848224,"SEMA3A/KANK1/MEF2C/SLIT2/PTPRG/THBS1/EPB41L4B/SP100/NRP2/MACF1/ROBO1/ADTRP/PTPRM/FGFR1/TGFBR2/SASH1/CDH13/EPB41L5/CLASP2/DPP4/MIR21/MIR2355/RIN2/BCAS3/FOXP1/ITGB1BP1/NRP1/PLPP3/CCR6/FBXW7/SCG2/PTPN11/MARVELD3/WDPCP/MMRN2/GRHL2/PTK2/BMP4/STC1/AMOT/HAS2/TACSTD2/BMPER/PLXND1/MYH9/PRKD2/VASH1/GREM1/PPARD/ARSB/FLT4/CXCL13/IQSEC1/SMOC2/MEOX2/DAB2IP/FGF2/MIR129-1/TNF/SOX9/HDAC5/PFN2/ANXA1/PROX1/SEMA5A/IL4/MAPRE2/SP1/PRKCA/CORO1C/PRKCE/DOCK1/JUP/RREB1/EFNA1/TGFBR1/RTN4/PTN/KIT/GATA3/PLEKHG5/CDH5/FGF1/DOCK5/MIR135B",85
"GO:0051403","GO:0051403","stress-activated MAPK cascade","69/3020","286/18866",0.000225790368608926,0.00593238429058803,0.0049852383197996,"MAP3K7/MAPK10/SEMA3A/MECOM/EPHA4/MAP3K5/BTRC/MDFIC/FZD8/GRIK2/SASH1/ULK4/MAP3K8/MID1/ROR2/TRIB1/ARL6IP5/EPHB1/PHLPP1/TNFRSF19/HGF/DVL2/HAND2/MTURN/SFRP2/UBE2N/MARVELD3/UNC5CL/SYK/TRAF3/SFRP1/FGF19/CCR7/PTGER4/MYC/KLHDC10/ZFP36L1/DACT1/TNIK/SH2D3C/FLT4/CUL1/MAP3K21/MAGI3/DAB2IP/KLHL31/TNF/RELL1/KARS1/APP/IKBKB/DVL3/GADD45B/PJA2/NCOR1/STK3/NFKB1/TLR4/BMP2/RIPK2/TPD52L1/SIRPA/VANGL2/HACD3/PRKN/TIAM1/INAVA/DNAJA1/HMGCR",69
"GO:0021602","GO:0021602","cranial nerve morphogenesis","13/3020","29/18866",0.000236093786150694,0.00617746220622394,0.00519118785990325,"SEMA3A/TFAP2A/NRP2/PAX2/MAFB/SIX1/GLI3/NRP1/EPHB1/ATP8B1/EPHB2/PLXNA4/HOXA1",13
"GO:0060349","GO:0060349","bone morphogenesis","29/3020","94/18866",0.000240217365106636,0.0062377999187364,0.00524189224144903,"MEF2C/TFAP2A/COL13A1/IHH/RARB/FGFR2/TGFBR2/CER1/MSX2/CSGALNACT1/GLI3/BMPR1B/SFRP2/TRIP11/BMP4/COL27A1/MMP16/STC1/HAS2/BMP6/FOXC1/TBXT/AXIN2/TWIST1/MEF2D/ACP5/SOX9/INSIG2/PEX7",29
"GO:0090130","GO:0090130","tissue migration","86/3020","374/18866",0.000240370053722628,0.0062377999187364,0.00524189224144903,"SEMA3A/KANK1/MEF2C/SLIT2/PTPRG/THBS1/EPB41L4B/SP100/NRP2/MACF1/ROBO1/ADTRP/PTPRM/FGFR1/TGFBR2/SASH1/CDH13/EPB41L5/CLASP2/DPP4/MIR21/MIR2355/RIN2/BCAS3/FOXP1/ITGB1BP1/NRP1/PLPP3/CCR6/FBXW7/SCG2/PTPN11/MARVELD3/WDPCP/MMRN2/GRHL2/PTK2/BMP4/STC1/AMOT/HAS2/TACSTD2/BMPER/PLXND1/MYH9/PRKD2/VASH1/GREM1/TBXT/PPARD/ARSB/FLT4/CXCL13/IQSEC1/SMOC2/MEOX2/DAB2IP/FGF2/MIR129-1/TNF/SOX9/HDAC5/PFN2/ANXA1/PROX1/SEMA5A/IL4/MAPRE2/SP1/PRKCA/CORO1C/PRKCE/DOCK1/JUP/RREB1/EFNA1/TGFBR1/RTN4/PTN/KIT/GATA3/PLEKHG5/CDH5/FGF1/DOCK5/MIR135B",86
"GO:0007213","GO:0007213","G protein-coupled acetylcholine receptor signaling pathway","10/3020","19/18866",0.000247962643896203,0.00638251813475917,0.00536350519852505,"CHRM3/HRH3/CHRM5/CHRM2/OPRM1/GNAQ/RGS10/CDK5R1/CHRM4/RGS8",10
"GO:0098911","GO:0098911","regulation of ventricular cardiac muscle cell action potential","10/3020","19/18866",0.000247962643896203,0.00638251813475917,0.00536350519852505,"CAV1/NOS1AP/RYR2/BIN1/CTNNA3/CACNA1C/JUP/MIR133A2/KCNE3/TRPM4",10
"GO:1902667","GO:1902667","regulation of axon guidance","17/3020","44/18866",0.000249645877294631,0.0063998287248162,0.00537805203377097,"SEMA3A/SLIT2/SEMA3E/MYCBP2/SEMA3C/RYK/SEMA6D/NRP1/SEMA3D/PLXNA4/WNT3/SEMA5A/SEMA5B/CXCL12/TBR1/SEMA3G/SEMA6A",17
"GO:0042093","GO:0042093","T-helper cell differentiation","21/3020","60/18866",0.000251190218370104,0.00641345347870765,0.00538950150195618,"MIR21/IL21/FOXP1/BCL6/RC3H2/IL18R1/IL2/HLX/RORA/NFKBIZ/PTGER4/SPN/LEF1/ANXA1/IL4/TNFSF4/IL6/IL4R/GPR183/GATA3/RIPK2",21
"GO:0086002","GO:0086002","cardiac muscle cell action potential involved in contraction","20/3020","56/18866",0.000256837691356535,0.00643132877060103,0.00540452288050474,"KCNE4/KCNJ5/KCNA5/FGF12/CAV1/CACNA1D/CACNA2D1/SCN5A/NOS1AP/RYR2/BIN1/SNTA1/GJA1/CTNNA3/CACNA1C/JUP/MIR133A2/KCNE3/TRPM4/SCN3B",20
"GO:0099150","GO:0099150","regulation of postsynaptic specialization assembly","8/3020","13/18866",0.000256924233873964,0.00643132877060103,0.00540452288050474,"GRID2/NRXN1/NTRK3/LRRTM1/CBLN1/PTPRD/IL1RAP/GAP43",8
"GO:0150052","GO:0150052","regulation of postsynapse assembly","8/3020","13/18866",0.000256924233873964,0.00643132877060103,0.00540452288050474,"GRID2/NRXN1/NTRK3/LRRTM1/CBLN1/PTPRD/IL1RAP/GAP43",8
"GO:1900025","GO:1900025","negative regulation of substrate adhesion-dependent cell spreading","8/3020","13/18866",0.000256924233873964,0.00643132877060103,0.00540452288050474,"KANK1/POSTN/ITGB1BP1/GBP1/TACSTD2/CORO1C/EFNA5/RCC2",8
"GO:0051897","GO:0051897","positive regulation of protein kinase B signaling","47/3020","178/18866",0.000256968758522119,0.00643132877060103,0.00540452288050474,"LIN28A/THBS1/FGFR2/SPRY2/FGF20/FGFR1/NRG1/MIR21/FGF3/FYN/ITGB1BP1/HGF/LCK/KL/PTPN11/PTK2/FRS2/BTC/IRS2/STOX1/OSM/FGF19/CCR7/TXN/LRP2/PTPRJ/FGF2/PDGFA/TNF/SEMA5A/TGFA/HSP90AB1/OSBPL8/ICOS/STK3/TGFBR1/RTN4/TCF7L2/KIT/GATA3/RHOG/TSPYL5/PIK3R5/PDGFRA/IGFBP5/FGF1/FGFR4",47
"GO:1903034","GO:1903034","regulation of response to wounding","48/3020","183/18866",0.000263029315443011,0.00655709301332735,0.00551020799653718,"KANK1/CLDN1/EPHA4/THBS1/ADTRP/FOXA2/PRKG1/NTRK3/ADRA2A/MIR34A/CLASP2/MIR21/CAV1/TNR/ANO6/PLPP3/REG3G/PLA2G4A/PTK2/SYK/F12/MYH9/PLAT/AJAP1/F11/TNFAIP3/EPHB2/GJA1/TFPI/SMOC2/FGF2/PDGFA/TNF/ANXA1/WNT4/SERPINE2/TXK/PRKCA/PRKCE/RREB1/ADAMTS18/TLR4/SH2B3/PTN/PDGFRA/MIR1298/NDEL1/HMGCR",48
"GO:0030282","GO:0030282","bone mineralization","34/3020","117/18866",0.000264673206059399,0.0065660066306224,0.00551769849349939,"ACVR2A/MEF2C/TFAP2A/FGFR2/CER1/KLF10/ROR2/FBN2/ANO6/BMPR1B/BCOR/KL/COL1A2/P2RX7/BMP4/ANKH/FAM20C/BMP6/GREM1/ATP2B1/ERCC2/AXIN2/CCR1/GATA1/TWIST1/SOX9/WNT4/TXLNG/TUFT1/LGR4/CLEC3B/PTN/TRPM4/BMP2",34
"GO:1905874","GO:1905874","regulation of postsynaptic density organization","9/3020","16/18866",0.000265460786076964,0.0065660066306224,0.00551769849349939,"GRID2/NRXN1/NTRK3/ZMYND8/LRRTM1/CBLN1/PTPRD/CDH2/IL1RAP",9
"GO:0010631","GO:0010631","epithelial cell migration","84/3020","365/18866",0.000274142590195736,0.00675436140513386,0.00567598113225249,"SEMA3A/KANK1/MEF2C/SLIT2/PTPRG/THBS1/EPB41L4B/SP100/NRP2/MACF1/ROBO1/ADTRP/PTPRM/FGFR1/TGFBR2/SASH1/CDH13/EPB41L5/CLASP2/DPP4/MIR21/MIR2355/RIN2/BCAS3/FOXP1/ITGB1BP1/NRP1/PLPP3/CCR6/FBXW7/SCG2/PTPN11/MARVELD3/WDPCP/MMRN2/PTK2/BMP4/STC1/AMOT/HAS2/TACSTD2/BMPER/PLXND1/MYH9/PRKD2/VASH1/GREM1/PPARD/ARSB/FLT4/CXCL13/IQSEC1/SMOC2/MEOX2/DAB2IP/FGF2/MIR129-1/TNF/SOX9/HDAC5/PFN2/ANXA1/PROX1/SEMA5A/IL4/MAPRE2/SP1/PRKCA/CORO1C/PRKCE/DOCK1/JUP/RREB1/EFNA1/TGFBR1/RTN4/PTN/KIT/GATA3/PLEKHG5/CDH5/FGF1/DOCK5/MIR135B",84
